question,offer,experience,difficulty,interview,source
 tell me about a time you went out of your way to please a customer   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
 Typical interview questions   ,Accepted Offer,Positive Experience,Easy Interview,First-round was a video interview followed by an in-person interview with the branch manager. The video interview consisted of a series of questions that you would record you answers in response.,wellsfargo
 Basic BA questions   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
,No Offer,Positive Experience,Average Interview,,wellsfargo
 Name a time when you dealt with an angry customer?   ,Accepted Offer,Neutral Experience,Average Interview,,wellsfargo
 What skills do you have for this role?   ,No Offer,Positive Experience,Average Interview,"It was an initial phone interview, which was followed by an in office interview several weeks later. Overall good experience, and I enjoyed all the people I met with.",wellsfargo
 Why do you want this branch?   ,No Offer,Neutral Experience,Average Interview,Applied online with the company site. Then I had a phone interview with a recruiter who will screen me and recommend me for one on one in person interview with District Manager. Last interview with District Manager.,wellsfargo
 why would i be a good fit?   ,Accepted Offer,Positive Experience,Average Interview,"very relaxed, during covid 19 though so that may have caused the interview process to be a bit easier. was over the phone interview but lasted an hour or more.",wellsfargo
 why wells fargo and why this particular function?   ,Accepted Offer,Positive Experience,Easy Interview,Two phone interviews that were completely behavioral. For each interview there were 3 behavioral questions including why wells fargo. the interviews were held by the specific managers that you would be reporting to.,wellsfargo
 Why do you want to work at Wells Fargo?   ,No Offer,Positive Experience,Average Interview,"Call from recruiter, interview from manager, back round check. if I was a potential fit for the position I was then scheduled to meet the branch manager. It was smooth, friendly scenario type.",wellsfargo
 Tell me a moment when you have to make a decision immediatly.   ,Accepted Offer,Positive Experience,Easy Interview,I applied online. It takes 1 week to get the interview. First they will go through the job. Then they will ask if you need sponsorship. And then they will ask you to introduce yourself. And then go more specifics in those experiences. And then they will ask some behavioral questions.,wellsfargo
 what have you done when this happened types of questions   ,Accepted Offer,Positive Experience,Average Interview,The first round of interviews was a phone interview with a recruiter. Then the next round was an in person interview with 2 managers. Overall it was a pretty typical interview process,wellsfargo
,Accepted Offer,Positive Experience,Average Interview,Applied through my schools handshake site and was invited for an on campus interview then invited for a final on sight interview. The interviewers were friendly and answered any question I had. Mostly behavioral questions and two technical questions.,wellsfargo
