question,offer,experience,difficulty,interview,source
,Accepted Offer,Positive Experience,Easy Interview,An hour-long portfolio review followed by an all-day interview process with 6 people. One of the interviews was heavily based around testing research skills and methods knowledge. The rest were more behavioral and evaluative of the fit. A lot of questions on research processes/logistics/stakeholder communication.,Microsoft
 Why Microsoft?   ,Accepted Offer,Positive Experience,Easy Interview,"The process took about 2months since I applied. The first interview was with the recruiter, two weeks after that she referred me with the Hiring Manager, and two weeks after that I was invited to an In person interview which they covered all of the expenses . Heard back two says latter with an offer, which I negotiated and got an extra Sign in Bonus and Stock Bonus. ALWAYS NEGOTIATE! Don’t be afraid to ask for more. They ask behavior questions to see how you react in hard situations and how do you organize yourself.",Microsoft
 What was a technical project you worked on that you and how was it impactful/what did you do on it?   ,Accepted Offer,Positive Experience,Difficult Interview,"Had a first round interview at my university, resume walk through and coding/design questions. A few months later had my on site final round. Final round was 4 interviews back to back, an hour+ each. Mix of behavioral and technical questions based on my resume (e.g. system architecture, cloud computing, security questions). A few weeks after my recruiter told me I go the offer.",Microsoft
 Behavioral questions that mostly center on how I work and what I do in team situations   ,No Offer,Positive Experience,,,Microsoft
,No Offer,Negative Experience,,"Twice they rescheduled the interview. Finally just before the day, they cancelled the interview. When i asked the recruiter the reason, he said the requisition is on hold. My suggestion is please don't even consider applying for Microsoft. It led me to whether the interview process at Microsoft is fair. The interview process at lot other companies including big companies like Google, Facebook is streamlined and the recruiter and everybody follows up and things are smooth. Worst and arrogance and i feel the microsoft interview might even be discriminatory in nature.",Microsoft
 Asked me about my projects that related to what they are working.   ,No Offer,Negative Experience,Easy Interview,"Clearly filling an interview quota. No feedback except ""not up to par"". They attempted to get me to apply for another position, I wouldn't unless they gave feedback. No contact after that.",Microsoft
 make an airport more efficient   ,No Offer,Positive Experience,Average Interview,"30 minute in person interview, behavioral and 1-2 technical questions. if you pass the interview you move to the onsite on their campus in Washington. very basic coding knowledge required",Microsoft
 Behavioral questions and one coding question   ,Accepted Offer,Positive Experience,Average Interview,"Two rounds, first 60 second video and some pre requisites on math and computer science classes. Then they sent you some questions you must answer carefully plus a coding question",Microsoft
 Generate a random character grid (size can be n * m for ex: 4 * 5) with only 5 values as '1' and all other values filled with '0's.   ,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
,No Offer,Positive Experience,Average Interview,"Was referred by an employee. I first had a discussion with the manager on the team, followed by a phone screen that continued onto another phone screen. I was asked extensive questions about my resume in addition to behavioral questions in the first part of the phone screen, and asked technical questions in the second part. Received a call after from the hiring manager letting me know that they decided to go with more experienced applicants.",Microsoft
 A lot of behavioral questions. I would say make sure to give them time to ask you technical questions.   ,Declined Offer,Positive Experience,Average Interview,"It was very fun! Had one on Campus at my university and another one in person in Settle. They give a lot of money when you are there to enjoy yourself. Everyone you meet is very smart and love the work they are doing. If it is your first time in settle, you are going to be shocked by how much influence Microsoft has in the area. It's almost like a college town, but with Microsoft.",Microsoft
