question,offer,experience,difficulty,interview,source
 How would you find the 95% confidence intervals for a given mean?   ,No Offer,Neutral Experience,Average Interview,"The interview was about an hour long. Roughly 40-50 minutes were allocated for the interview process and the remaining 10-20 were left for me to ask questions. I was asked a series of introductory questions related to my research, after which conversation specified around methods that I have used in my research. The interviewer then gave examples of work situations related to data and asked how I might go about solving problems. Finally, the interviewer asked me to code in front of them in my preferred coding language of choice.",Google
,Accepted Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Average Interview,,Google
 Questions are on product design and strategy   ,No Offer,Negative Experience,Average Interview,"Recruiter from google contacted me via LinkedIn. After first screening round she organized an interview with hiring manager. That interview call was for 45 minutes. Interview process was one of the best but Google needs to find a better person who can interview well. If google is expecting interviewee should be in the quite place so interviewee is expecting the same from the interviewer. That google employee was not professional at all, he brings his son in the process. Constant disturbance was going on and he was into his son questions. Mr. Google employee, you shouldn’t have to come with your personal problem in the interview, you are playing with someone’s dream. I am very disappointed with that person. How company like google does this?",Google
 back to back technical questions. Two medium to hard coding questions.   ,Accepted Offer,Positive Experience,Average Interview,,Google
 Standard algorithms and data structures questions.   ,No Offer,Positive Experience,Average Interview,"I applied online to the software engineering rotational program at Google. I was subject to several 45 minute technical phone interviews proctored in Google sheets, where I was asked varying questions to gauge my knowledge of data structures and algorithms.",Google
,No Offer,Negative Experience,,,Google
 How would you enhance YouTube's business model   ,Declined Offer,Neutral Experience,Average Interview,Everything was fine but slow given COVID's situation. There were multiple case studies after a standard HR screening. A few standard behavioral questions as well. Nothing out of the ordinary other than an emphasis on Google Cultural fit.,Google
 Study leetcode   ,No Offer,Positive Experience,Difficult Interview,"Interview consisted of two, 45 minute, back-to-back phone calls where you will answer leetcode style questions over google docs. Study data structures and algorithms on leetcode and you will do well",Google
 Looking over code and interpreting it   ,No Offer,Neutral Experience,Easy Interview,The interview process is really lengthy. You need to dedicate a lot of time to the interview process and wait for months. They're really thorough so it will take you a long time to hear back either from interviews or just recruiters.,Google
