question,offer,experience,difficulty,interview,source
" Standard Leetcode, if you go look at the apple category is extremely accurate, so I would highly recommend you study that.   ",No Offer,Negative Experience,,Applied through referral got an email a couple days back saying a team was interested in interviewing. Interviewed and never heard back even though I emailed my recruiter twice. Had to find the hiring manager's email and email them for feedback and a status update. The recruiters were very unprofessional for not being able to send a one line email saying they were moving on with someone else.,Apple
 Why apple   ,Accepted Offer,Positive Experience,Average Interview,Two phone screens and 1 full day on site where meet with 8 people. Long day then meet vp if on site goes well. HR updates along the interview process on a weekly basis. Good experience overall,Apple
 What are the factors that influence a spring constant (k)?   ,No Offer,Negative Experience,Difficult Interview,,Apple
 most of the questions were around selenium   ,No Offer,Neutral Experience,Average Interview,,Apple
 Describe where you come from and where you would like to see yourself in the next 1-5 years?   ,Accepted Offer,Positive Experience,Difficult Interview,"Group interview with about 40-50 people. The hiring managers (6-7) asked questions and a few people were about to answer. We were then split up into groups of 8 with 1 manager and passed around an Ipad with questions. Whatever question was on the screen when it was passed to you, you had to answer. The total thing took about and 1.5 hours. I then had a phone interview a week later, and 1 more face to face interview with a leading manager before being hired.",Apple
 What are your strengths as a retail employee?   ,Accepted Offer,Positive Experience,Average Interview,"Many steps- 4 interviews before offer. The first was a group interview, followed by interviews with other specialists and the store manager. All interviews were conducted in person. Overall, a positive experience - just a little bit long.",Apple
,No Offer,Neutral Experience,Average Interview,"15 minute phone call with recruiter for basic chat about resume, relocation and scheduling phone interview with manager. Second interview with product design manager where was asked questions on mechanical, thermal and physical principles.",Apple
 What are you passionate about?   ,Accepted Offer,Positive Experience,,,Apple
 Compare different types of steels/other materials for tensile strength and stiffness.   ,Accepted Offer,Positive Experience,Difficult Interview,"Challenging and drawn out interview process. Started with initial phone screen with recruiter followed by 3 technical phone interviews. Was given a design challenge and presented to PD team at Apple. Following presentation, 8 interviews 1:1 with engineers on the team. Each with a challenge question/topic.",Apple
,Accepted Offer,Positive Experience,Average Interview,"A friend of mine who used to work at Apple forwarded my resume to some teams that were hiring. A recruiter ended up reaching out to me. I had a phone interview with the hiring manager, followed by a technical phone interview with a prospective teammate and an onsite interview.",Apple
,No Offer,Negative Experience,,,Apple
